Date,XLP,XLY,XLE,XLF,XLV,XLI,XLK,XLU
10/5/2001,25.42,24.1,27.2,19.8619,23.9,24.51,20.67,29.91
10/12/2001,25.35,24.85,28.31,19.8863,24.36,25.06,21.92,29.48
10/19/2001,25.6,24.06,26.95,19.7483,23.49,24.34,21.23,29.53
10/26/2001,25.62,25.04,28.01,20.7064,24.26,25.7,22.58,28.26
11/2/2001,25.44,25,26.53,20.1868,24.08,24.97,22.12,28.06
11/9/2001,25.39,25.8,27.35,20.8851,24.67,25.82,23.53,28.64
11/16/2001,25.68,26.85,25.3,21.0719,26.05,26.62,24.45,28.47
11/23/2001,26.13,27.45,26.07,21.5185,26.35,26.87,24.39,28.22
11/30/2001,26,27.4,25.36,21.0394,26.36,26.5,24.54,27.37
12/7/2001,25.82,28.11,25.98,21.4535,27.59,27.19,25.6,27.7
12/14/2001,24.75,27.51,25.1,20.7064,26.4,26.32,24.52,27.15
12/21/2001,25.76,28.43,25.9,21.2667,26.48,27.77,24.2,27.56
12/28/2001,25.55,29.04,27,21.5591,27.37,28.05,24.56,28.02
1/4/2002,25.16,29.07,26.46,21.7621,27.62,27.7,25.84,28.45
1/11/2002,25.03,28.26,25.55,21.3155,27.55,26.56,25.1,27.83
1/18/2002,25.15,28,24.9,21.4697,26.97,25.68,24.03,27.65
1/25/2002,25.1,28.5,26.05,21.6565,27.05,26.29,23.78,27.22
2/1/2002,25.25,29.24,25.89,20.8526,26.7,25.75,23.3,27.08
2/8/2002,24.94,28.4,25.19,20.5278,27.25,24.89,22.25,26.42
2/15/2002,25.5,29.2,25.78,20.5197,27.35,25.39,21.85,26.77
2/22/2002,25.79,29.19,26.48,19.9756,27.6,25.84,20.48,26.47
3/1/2002,26.25,29.98,27.01,21.0313,28.51,27.22,21.69,27.55
3/8/2002,25.91,30.35,28.22,22.03,29.24,28.49,23.29,28.2
3/15/2002,26.43,30.55,28.68,22.4117,29.62,28.07,22.16,27.91
3/22/2002,26.16,30.05,28.42,22.0057,29.51,27.23,21.75,27.97
3/29/2002,26.1,30.04,28.89,22.0463,29.59,27.24,21.67,28.18
4/5/2002,25.38,29.3,27.97,22.0625,29.53,26.93,20.7,27.94
4/12/2002,25.65,30.45,27.1,22.0706,29.56,26.82,19.8,27.07
4/19/2002,25.83,30.05,28.77,22.2493,30.36,26.47,20.55,27.13
4/26/2002,25.28,29.45,27.8,21.421,29.8,25.21,18.8,26.31
5/3/2002,25.25,29.23,28.33,21.7377,29.65,25.54,17.97,26.4
5/10/2002,24.86,28.62,27.53,21.2261,29.07,25.05,18,25.55
5/17/2002,25.16,30.25,27.76,22.1924,30.27,26.26,19.94,25.96
5/24/2002,24.84,29.32,27.98,21.7377,29.71,25.95,18.9,26.96
5/31/2002,24.85,29.05,27.36,21.421,29.82,25.47,18.26,26.25
6/7/2002,23.98,28.28,26.39,20.674,29.3,24.13,17.36,25.18
6/14/2002,23.61,28,25.81,20.2436,27.81,23.84,16.84,25.01
6/21/2002,22.99,27.62,25.72,20.2517,27.27,23.69,15.7,24.6
6/28/2002,22.25,27.47,26.2,20.4141,27.68,23.85,15.82,24.25
7/5/2002,22.46,27.66,26.2,20.2436,26.83,23.94,16.06,23.38
7/12/2002,20.79,25.44,23.57,18.9606,24.9,22.35,15.42,21.12
7/19/2002,18.88,22.68,21.4,17.4421,22.67,20.68,14.84,18.83
7/26/2002,20.45,23.13,21.3,17.2391,24.83,20.97,13.39,18.75
8/2/2002,21.06,22.41,21,17.7913,25.92,21.2,13.4,19.98
8/9/2002,21.86,23.25,22.55,18.9768,27.21,22.53,14.05,21.02
8/16/2002,21.99,24.85,23.3,19.1474,27.24,22.38,15,21.12
8/23/2002,21.79,25.34,23.22,19.2205,27.86,22.66,15.19,22.15
8/30/2002,21.47,24.92,22.91,19.0662,27.14,22.15,14.2,21.5
9/6/2002,21.16,24.78,22.35,18.4734,26.5,21.48,13.9,20.72
9/13/2002,21.37,25.05,22.36,18.1648,26.64,21.08,13.9,20
9/20/2002,20.4,24.33,21.27,16.8088,25.62,20.41,12.83,18.59
9/27/2002,20,23.52,21.58,16.7682,25.5,19.71,12.24,18.42
10/4/2002,20,22.38,21.36,15.6801,25.27,19,11.9,17.46
10/11/2002,20.44,22.78,21.28,16.7357,26.31,19.48,12.96,16.48
10/18/2002,20.85,24.26,22.63,18.2542,27.91,20.4,13.78,16.34
10/25/2002,20.83,25.13,21.75,18.514,27.34,20.76,14.53,17.65
11/1/2002,20.82,24.56,22.12,18.579,27.13,20.75,15.2,18.33
11/8/2002,20.29,24.13,21.85,18.0593,27.77,20.59,15.2,17.92
11/15/2002,20.33,25.05,21.88,18.6764,27.78,20.45,15.79,18.15
11/22/2002,20.09,25.07,22.02,19.1393,27.8,21.38,16.77,19.02
11/29/2002,19.99,25.32,22.44,19.0012,27.69,21.55,17.1,18.77
12/6/2002,20.21,24.5,22.9,18.5465,27.47,21.03,16.09,18.19
12/13/2002,20.18,23.52,22.87,18.1892,26.98,20.54,15.28,19
12/20/2002,20.01,23.48,22.94,18.3922,26.68,20.82,15.35,19.25
12/27/2002,19.9,22.75,22.18,17.7994,26.19,20.29,15.03,19.14
1/3/2003,20.3,23.43,22.76,18.4978,27.55,21.19,15.66,19.8
1/10/2003,20.41,24.22,22.09,19.0824,27.51,21.23,16.54,20.28
1/17/2003,20.5,23.75,22.22,18.7576,27.1,20.66,15.22,19.71
1/24/2003,19.53,22.63,21.32,17.7263,26.32,19.51,14.68,18.98
1/31/2003,19.26,22.34,21.77,17.637,26.46,19.48,14.45,18.7
2/7/2003,18.92,21.65,21.64,16.7763,25.75,19.15,14.04,17.9
2/14/2003,19.05,21.75,21.47,16.9387,25.32,19,14.43,17.58
2/21/2003,18.95,22.16,22.23,17.2554,25.79,19.5,14.75,18
2/28/2003,18.67,22.24,22.41,17.093,25.87,19.18,14.52,17.7
3/7/2003,18.12,21.63,22.6,16.8088,26,18.83,14,17.95
3/14/2003,18.51,22.05,21.8,16.7113,25.45,19.05,14.61,17.91
3/21/2003,19.49,24.28,22.38,17.9618,27.34,20.58,15.53,18.74
3/28/2003,18.75,23.21,22.68,17.2635,27.03,19.62,14.7,18.49
4/4/2003,18.85,23.89,22.39,17.8563,27.53,20.05,14.88,18.7
4/11/2003,18.92,23.82,22.11,17.8075,26.78,19.94,14.41,18.64
4/18/2003,19.1,24.73,22.3,18.5465,26.67,20.5,15.21,19.14
4/25/2003,18.84,24.72,22.24,18.5871,27.21,20.74,15.31,19.72
5/2/2003,19.25,25.4,22.59,19.2692,28.1,21.37,16.09,19.88
5/9/2003,19.43,25.67,23.03,19.1149,28.16,21.45,16.32,20
5/16/2003,19.4,25.93,23.59,19.5128,28.65,21.6,16.5,21.02
5/23/2003,19.64,25.61,24.12,19.1717,27.74,21.28,16.14,21.9
5/30/2003,20.06,26.74,24.48,19.9431,28.17,21.98,16.95,22.01
6/6/2003,20.32,27.38,24.77,20.6415,29.19,22.77,17.2,22.1
6/13/2003,20.36,27.46,24.94,20.5765,29.32,22.85,17,22.32
6/20/2003,20.29,27.38,24.45,20.341,30.2,22.92,17.52,22.52
6/27/2003,20.13,26.92,24.2,20.0081,29.52,22.35,17.12,22.02
7/4/2003,20.34,27.25,23.96,20.3248,29.59,22.48,17.46,22
7/11/2003,20.3,27.89,23.71,20.7633,29.65,22.63,18.01,21.45
7/18/2003,20.26,27.65,23.76,20.8364,29.42,22.6,17.55,20.92
7/25/2003,20.23,27.75,23.43,21.1287,29.12,23.22,17.75,21
8/1/2003,19.93,27.56,23.14,20.3979,28.45,22.95,17.51,20.55
8/8/2003,20.18,27.48,23.85,20.5603,28.57,22.74,16.99,20.64
8/15/2003,20.42,28.2,24.28,20.7876,28.1,23.55,17.37,20.76
8/22/2003,20.17,28.39,24.13,20.341,27.48,23.95,18.16,20.72
8/29/2003,20.47,29,24.68,20.5603,27.82,24.03,18.44,21.05
9/5/2003,20.63,29.19,24.7,20.7795,28.13,24.29,19.12,21.48
9/12/2003,20.61,28.4,24.49,20.6577,28.98,24.06,18.93,21.66
9/19/2003,20.71,28.89,24.25,21.2911,28.79,24.4,19.56,21.75
9/26/2003,20.41,27.73,23.93,20.5522,27.81,23.27,18.4,21.71
10/3/2003,20.85,28.81,24.7,21.3561,28.37,24.1,19.21,22.19
10/10/2003,20.99,29.36,24.9,21.6078,28.06,24.14,19.54,21.98
10/17/2003,21.05,29.41,24.63,21.8514,27.95,24.24,19.42,21.86
10/24/2003,20.91,29.09,24.32,21.6646,27.95,24.05,19.03,21.9
10/31/2003,21.24,30.09,24.28,22.0625,28,24.73,19.62,22.05
11/7/2003,21.4,30.41,24.21,22.0057,27.6,24.94,20.05,21.81
11/14/2003,21.15,29.86,24.57,21.7702,29.03,24.82,19.72,21.83
11/21/2003,21.1,29.5,23.97,21.5591,28.34,24.69,19.28,21.44
11/28/2003,21.49,30.36,24.47,21.9813,28.6,25.22,19.9,22.1
12/5/2003,21.29,29.92,25.53,22.0057,28.98,25.45,19.83,22.33
12/12/2003,21.41,30.38,26.27,22.2087,29.33,26.07,19.95,22.45
12/19/2003,21.4,30.86,27.12,22.3954,29.52,26.48,19.89,22.74
12/26/2003,21.48,31.08,27.36,22.5416,29.7,26.55,20.08,23.14
1/2/2004,21.52,31.22,27.54,22.8096,30.22,26.74,20.48,23.27
1/9/2004,21.43,31.52,27.97,23.0045,30.32,26.9,21.4,23.29
1/16/2004,21.59,31.74,27.78,23.4348,30.46,27.8,22.05,23.33
1/23/2004,21.72,32.05,28.76,23.6378,30.78,27.42,21.65,23.79
1/30/2004,21.78,31.31,28.17,23.5891,30.98,27.03,21.25,23.81
2/6/2004,22.42,31.58,27.96,23.9464,31.76,27.12,21.23,23.55
2/13/2004,22.41,31.73,29.09,24.1981,31.54,27.18,21.08,23.77
2/20/2004,22.87,31.74,28.99,24.1738,31.32,26.99,20.87,23.64
2/27/2004,23.02,31.99,29.65,24.2631,31.31,26.83,20.71,24.26
3/5/2004,23.13,32.49,30.09,24.7341,31.63,27.03,20.8,24.62
3/12/2004,22.62,31.35,29.26,24.0114,30.25,25.95,20.16,24.01
3/19/2004,22.57,31.14,29.28,23.7921,29.58,25.85,19.75,24.1
3/26/2004,22.47,31.26,28.4,23.5241,29.43,25.99,20,23.98
4/2/2004,22.82,32.18,29.13,24.0357,30.5,26.86,20.88,24.27
4/9/2004,22.83,32,29.54,23.9789,30.4,26.95,20.75,24.08
4/16/2004,23.08,31.89,30.54,23.4429,31.48,27.1,20.09,23.51
4/23/2004,23.27,32.26,30.1,23.2399,31.35,27.32,20.76,23.55
4/30/2004,23.18,31.39,29.84,22.8339,30.86,26.4,19.39,23.28
5/7/2004,22.94,30.34,29.76,22.298,31.06,26.22,19.6,22.74
5/14/2004,22.72,30.41,29.85,22.5335,30.7,26.17,19.45,22.55
5/21/2004,22.67,30.49,29.11,22.6553,30.16,26.22,19.57,22.54
5/28/2004,23.05,31.59,29.75,23.2237,30.76,27.05,20.15,23.56
6/4/2004,23.23,31.61,29.68,23.2562,31.09,27.25,19.94,23.4
6/11/2004,23.45,32.05,30.24,23.4267,31.08,27.73,20.39,23.39
6/18/2004,23.23,31.89,31.22,23.1587,30.86,28.02,20.13,23.54
6/25/2004,22.93,31.87,31.52,23.2237,30.44,28.47,20.51,23.73
7/2/2004,22.86,31.27,31.64,23.11,30.11,27.99,20.1,23.72
7/9/2004,22.92,30.73,31.93,22.7284,29.68,28.05,19.63,23.59
7/16/2004,22.81,30.31,32.65,22.5497,29.31,28.13,18.9,24.08
7/23/2004,22.12,30.13,31.84,22.3792,28.92,27.51,18.85,23.56
7/30/2004,21.95,30.43,32.45,22.7121,28.92,27.86,19.44,24.12
8/6/2004,21.6,29.18,30.93,22.2006,27.88,26.71,18.34,24.35
8/13/2004,22.07,29.03,31.13,22.3386,28.25,26.74,18.05,24.47
8/20/2004,22.37,30.49,31.42,23.2237,29.19,27.59,18.66,24.71
8/27/2004,22.43,30.63,31.57,23.4673,29.6,27.9,18.84,24.8
9/3/2004,22.7,30.92,32.84,23.6135,29.79,28.19,18.53,25.16
9/10/2004,22.39,31.15,33.12,23.8084,29.72,28.36,19.23,25.26
9/17/2004,22.09,31.42,33.92,23.7353,29.85,28.59,19.22,25.16
9/24/2004,21.53,31.2,34.62,23.11,29.17,27.98,18.97,24.86
10/1/2004,21.88,31.59,35.43,23.4998,29.06,28.78,19.6,25.25
10/8/2004,21.61,31.54,36.19,23.4267,28.02,28.37,19.54,25.53
10/15/2004,21.51,31.43,35.16,22.7852,27.71,28.14,19.45,25.58
10/22/2004,21.38,31.29,35.48,22.2493,27.04,27.78,19.42,25.66
10/29/2004,21.8,32.46,35.14,23.2318,28.15,28.67,19.96,26.27
11/5/2004,22.75,33.63,35.73,23.8896,28.73,29.82,20.67,26.94
11/12/2004,22.97,34.21,35.9,24.2225,28.84,30.56,21.06,27.82
11/19/2004,22.65,33.75,36.38,23.784,28.41,30.36,21.01,27.3
11/26/2004,22.74,34.42,37.66,24.0926,28.61,30.52,21.09,28.11
12/3/2004,22.81,34.28,35.99,24.3768,29.26,30.89,21.62,27.06
12/10/2004,22.91,34.4,35.55,24.393,29.49,30.85,21.28,27.07
12/17/2004,22.83,34.53,36.05,24.3686,29.7,30.92,20.96,27.52
12/24/2004,23.04,34.86,36.51,24.8315,29.96,31.25,21.16,28.01
12/31/2004,23.08,35.29,36.32,24.7909,30.19,31.07,21.11,27.85
1/7/2005,23.1,34.33,34.97,24.4174,29.75,30.17,20.45,27.05
1/14/2005,23.19,34.51,36.46,24.1494,29.67,30.09,20.22,27.55
1/21/2005,23.17,33.71,36.4,23.987,29.37,29.51,19.73,27.47
1/28/2005,23.29,33.42,37.1,23.9708,29.2,29.81,19.78,28.12
2/4/2005,23.64,34.15,39.05,24.6934,29.83,30.45,20.26,29.1
2/11/2005,23.54,34.09,40.42,24.8234,29.95,30.62,20.18,29.09
2/18/2005,23.47,34.01,42.05,24.19,30.33,30.5,19.88,29.01
2/25/2005,23.37,33.74,44.17,24.328,30.59,30.73,20.01,29.25
3/4/2005,23.73,34.25,44.92,24.5229,30.65,31.24,20.12,29.71
3/11/2005,23.25,33.74,42.8,24.1088,30.2,31.02,19.89,29.25
3/18/2005,23.03,33.42,43.78,23.5241,29.58,30.58,19.45,29.16
3/25/2005,22.91,32.92,42.03,22.8177,29.8,30.47,19.37,28.72
4/1/2005,22.8,32.9,43.93,22.7365,29.6,30.14,19.39,29.25
4/8/2005,23.09,32.94,42.72,22.9963,30.46,30.21,19.59,29.45
4/15/2005,22.86,31.47,39.73,22.5172,30.8,28.95,18.47,29.01
4/22/2005,22.62,31.34,42.04,22.5254,30.49,29.29,18.82,29.72
4/29/2005,22.78,31.05,40.55,23.0938,30.9,29.32,18.87,30.05
5/6/2005,23.07,31.81,41.1,23.3455,31.17,29.58,19.13,29.82
5/13/2005,22.85,31.41,38.8,22.9233,31.08,29.17,19.36,29.17
5/20/2005,23.52,32.87,39.65,23.7515,31.47,30.26,20.03,29.87
5/27/2005,23.39,33.09,42,23.8165,31.39,30.33,20.31,30.04
6/3/2005,23.34,33.04,42.63,23.7759,31.26,30.22,20.25,30.48
6/10/2005,23.37,33.13,43.65,23.8327,31.12,30.15,20.17,30.72
6/17/2005,23.3,33.69,45.84,24.0601,31.66,30.36,20.3,30.87
6/24/2005,22.74,32.84,44.94,23.8002,31.1,29.29,19.99,31.12
7/1/2005,22.83,32.86,45.44,23.9545,30.99,29.48,19.97,31.85
7/8/2005,23,33.48,46.24,24.2631,31.26,29.82,20.45,31.99
7/15/2005,23.36,34.11,45.37,24.661,31.51,30.03,21.03,32.02
7/22/2005,23.28,34.57,47.39,24.4823,31.4,30.5,20.96,31.8
7/29/2005,23.48,34.64,47.6,24.3037,31.73,30.5,21.05,32.27
8/5/2005,23.14,34.11,48.39,24.0682,31.55,30.02,21.16,31.91
8/12/2005,23.08,34.45,50.17,24.125,31.75,30.27,20.79,31.74
8/19/2005,23.18,33.87,48.18,24.1575,31.4,30.05,20.76,31.64
8/26/2005,22.95,33.45,47.99,23.6622,31.03,29.62,20.6,32.15
9/2/2005,23.08,33.05,50.95,23.9464,31.61,29.76,20.74,33
9/9/2005,23.36,33.82,52.8,24.255,32.41,30.23,21.05,33.43
9/16/2005,23.08,33.14,52.28,24.3199,32,30.11,20.98,33.59
9/23/2005,22.73,32.29,52.56,23.8327,31.47,29.75,20.57,32.68
9/30/2005,23.28,32.49,53.67,23.9708,31.35,30.16,20.9,33.6
10/7/2005,22.84,31.7,49.53,23.6622,30.75,29.8,20.21,32.27
10/14/2005,22.75,31.39,48.34,23.6053,30.81,29.63,20.01,30.86
10/21/2005,22.87,31.28,46.02,23.8408,30.23,29.29,20.17,30.35
10/28/2005,23.08,31.31,48.27,24.6122,30.25,29.65,20.21,31.05
11/4/2005,23.18,32.54,49.5,24.8721,30.65,30.09,20.89,30.89
11/11/2005,23.5,33.01,47.47,25.6679,31.08,30.53,21.15,30.64
11/18/2005,23.4,33.17,49.04,25.741,31.26,31.3,21.55,31.17
11/25/2005,23.7,33.68,51,26.35,31.26,31.61,21.86,31.75
12/2/2005,23.53,33.59,51.17,26.0739,31.18,31.69,22.02,31.57
12/9/2005,23.36,33.37,51.82,25.9034,31.2,31.45,21.82,32
12/16/2005,23.8,33.41,51.07,25.9683,31.7,31.67,21.57,32.31
12/23/2005,23.67,33.08,51.25,26.1388,32.29,31.84,21.39,31.84
12/30/2005,23.29,32.65,50.31,25.7166,31.72,31.42,20.9,31.39
1/6/2006,23.5,33.33,53.46,26.3662,32.56,31.78,22,32.18
1/13/2006,23.48,33.56,54.46,26.4068,32.46,31.62,22.13,32.2
1/20/2006,23.17,32.95,56.41,25.4324,31.97,30.96,21.27,32.71
1/27/2006,23.53,33.43,56.65,26.1226,32.29,31.62,21.71,32.39
2/3/2006,23.23,33.14,55.22,25.6435,32.01,31.44,21.28,31.66
2/10/2006,23.21,33.27,52.54,25.9196,32.04,31.86,21.64,31.78
2/17/2006,23.63,33.62,53.01,26.3337,32.69,32.54,21.93,32.3
2/24/2006,23.68,33.45,53.63,26.7073,32.68,32.66,21.7,32.53
3/3/2006,23.55,33.48,54.13,26.4068,32.36,32.74,22,32.3
3/10/2006,24.15,33.36,51.39,26.5042,32.43,32.85,21.72,31.71
3/17/2006,23.96,34.02,53.65,26.8778,32.72,33.79,22.11,32.15
3/24/2006,23.98,33.79,53.86,26.6991,32.68,33.68,22.09,31.49
3/31/2006,23.6,33.66,54.4,26.4312,31.98,33.8,22.14,30.83
4/7/2006,23.41,33.87,55.35,26.4555,31.28,33.95,22.26,30.67
4/14/2006,23.26,33.6,55.81,26.3743,31.02,33.86,22.1,30.24
4/21/2006,23.42,33.67,59.74,26.894,31.16,34.89,22.06,31.25
4/28/2006,23.83,34.09,57.14,27.5761,30.99,34.53,21.85,31.32
5/5/2006,24.06,34.61,58.86,27.7385,30.78,35.68,21.92,32.18
5/12/2006,23.67,34.09,56.74,26.959,30.39,34.93,20.98,31.26
5/19/2006,23.62,33.68,54.02,26.4718,30.28,34.04,20.6,31.09
5/26/2006,24.09,33.67,55.1,26.7479,30.55,34.14,20.76,31.63
6/2/2006,23.96,33.97,56.53,26.9996,30.89,34.34,20.71,32.54
6/9/2006,23.78,33.14,52.8,26.5448,30.43,32.84,19.94,32.47
6/16/2006,23.75,33.15,53.1,25.8384,30.31,33.26,20.19,32.11
6/23/2006,23.8,32.88,53.38,25.676,29.98,33.24,20.03,31.66
6/30/2006,24.19,33.39,56.75,26.2606,30.24,33.81,20.33,32.29
7/7/2006,24.36,32.9,56.69,26.2688,30.41,33.27,19.98,32.51
7/14/2006,24,31.39,57.82,25.676,29.97,32,19.1,32.66
7/21/2006,24.44,31.34,54.48,26.2119,30.97,31.7,19,33.46
7/28/2006,24.69,32.26,57.77,26.9021,32,32.02,19.83,33.99
8/4/2006,24.74,32.45,57.84,26.9996,31.82,32.06,19.76,34.07
8/11/2006,24.84,32.03,58.15,26.4799,31.56,31.23,19.71,33.87
